name|score|coords
Moraine|0.000416726276753|39.70617, -84.21938,
South Pacific Heathland Reserve|0.0012744145064|-35.3652, 150.4679,
Qazakh Rayon|0.000333350087828|41.26, 45.09,
Lianyungang Shi|0.000333350087828|34.54844, 119.11228,
District 5, Piscataway|0.000333350087828|38.70071, -76.99638,
Sweetwater County|0.000333350087828|41.6595, -108.87942,
Lee Vining|0.000333350087828|37.95743, -119.12182,
South Trona|0.00106304852872|35.71551, -117.39728,
Delaware|0.00238086345665|39.00039, -75.49992,
Chalco de Díaz Covarrubias|0.000333350087828|19.26174, -98.89775,
Kanagawa|0.000599112220007|35.41667, 139.33333,
Shenfu|0.000333350087828|26.2032, 111.248,
Región Metropolitana de Santiago|0.0012744145064|-33.47269, -70.64724,
Upper Mississippi River National Wildlife and Fish Refuge|0.00147596353441|42.68122, -90.89889,
Oranjestad|0.000333350087828|12.52398, -70.02703,
Long Island Sound|0.000333350087828|41.09694, -72.87966,
Southwest Region|0.000599112220007|10.5, -3.2,
Chino Valley|0.000333350087828|34.75752, -112.45378,
Littleton|0.000839363700678|39.61332, -105.01665,
Terra Santa|0.000599112220007|-1.89647, -56.48252,
Massachusetts Avenue Heights|0.000333350087828|38.9265, -77.06498,
Kingdom of Saudi Arabia|0.00334794948311|25.0, 45.0,
Braille and Talking Book Library|0.000333350087828|42.3626, -71.17728,
Willamette River Airstrip|0.000333350087828|45.5554, -122.70954,
Charnley River|0.000333350087828|-16.71472, 125.4611,
Massillon|0.000333350087828|40.79672, -81.52151,
Puyallup|0.000333350087828|47.18538, -122.2929,
Jinshan Qu|0.000333350087828|30.84234, 121.23048,
Polynesia|0.000333350087828|-17.6859, -143.87695,
Riverside County|0.000839363700678|33.74368, -115.99386,
Pitinga|0.000333350087828|-12.66667, -38.55,
East Liverpool|0.000333350087828|40.61868, -80.57729,
Highlands County|0.000599112220007|27.3434, -81.34097,
Raipur|0.000333350087828|21.23333, 81.63333,
Braintree|0.000333350087828|51.87819, 0.55292,
Whangarei|0.000333350087828|-35.73167, 174.32391,
Huanghuai Pingyuan|0.000333350087828|34.0, 116.0,
Hunter valley|0.000333350087828|-32.77255, 151.30272,
Polina|0.000333350087828|48.49357, 20.21258,
Shaoguan|0.000599112220007|24.8, 113.58333,
Saiki|0.000333350087828|32.95, 131.9,
Incheon International Airport|0.000333350087828|37.4492, 126.45095,
La Escondida|0.000333350087828|-27.10724, -59.44784,
Huancayo|0.000333350087828|-12.06513, -75.20486,
Kuah|0.000333350087828|6.32649, 99.8432,
Perak|0.000599112220007|5.0, 101.0,
Baker Island|0.000333350087828|-37.82847, 144.97986,
Venice|0.000333350087828|45.43713, 12.33265,
Arica|0.000333350087828|-18.4746, -70.29792,
Methow River Bridge|0.000333350087828|48.47736, -120.1864,
El Pescadito|0.000333350087828|15.98111, -97.00333,
Gibraltar Mine|0.000333350087828|-31.0401, 120.9642,
Feni|0.000333350087828|22.96667, 91.31667,
Nagoya|0.000599112220007|35.18147, 136.90641,
Kuroshio|0.000333350087828|33.35, 129.7,
Neptune City|0.000333350087828|40.20011, -74.02792,
Provinsi Kalimantan Timur|0.000839363700678|0.5, 116.5,
Bentu|0.000333350087828|26.12366, 109.5565,
San Juancito|0.000333350087828|-24.37296, -65.02711,
Valencia|0.000333350087828|39.46975, -0.37739,
Bonaire, Saint Eustatius and Saba|0.000333350087828|12.21286, -68.29445,
Chandler|0.000333350087828|35.70173, -96.88086,
Lac-Allard|0.000333350087828|46.4793, -75.08678,
Qinghai Sheng|0.00106304852872|36.0, 96.0,
Nashville|0.000599112220007|36.16589, -86.78444,
Amarillo|0.000333350087828|35.222, -101.8313,
Lexington County|0.000839363700678|33.90233, -81.27219,
Qixia Shi|0.000333350087828|37.30725, 120.89097,
New Hampshire|0.00221088923455|43.66702, -71.4998,
Lake Buena Vista|0.000333350087828|28.39362, -81.53868,
Anchorage|0.00286558188031|61.21806, -149.90028,
Kansas City|0.00166934878493|39.09973, -94.57857,
Barcelona|0.000333350087828|41.38879, 2.15899,
Houston County|0.00286558188031|32.45901, -83.66624,
Circleville|0.000333350087828|39.60062, -82.94601,
Port Aransas|0.000333350087828|27.83392, -97.0611,
Guadeloupe|0.000839363700678|16.25, -61.58333,
E.G. Waterhouse National Camellia Garden|0.000333350087828|-34.0318, 151.1012,
Tacoma|0.000599112220007|47.25288, -122.44429,
Republic of South Africa|0.00713108684534|-29.0, 24.0,
Sanlihe|0.000333350087828|37.341, 116.606,
Newtok Airport|0.000333350087828|60.93675, -164.63801,
Thompson Falls|0.000333350087828|47.59716, -115.34432,
Amazonia|0.000333350087828|0.5, -72.5,
Kern County|0.000333350087828|35.34285, -118.7299,
Escuintla|0.000333350087828|14.305, -90.785,
Gambell|0.000333350087828|63.77972, -171.74111,
Ashcraft Corner|0.000333350087828|33.52678, -87.90057,
Sanlian|0.000333350087828|25.574, 108.631,
Oslo|0.000599112220007|59.91273, 10.74609,
J.P. Nagar, 3rd Phase|0.000599112220007|12.9073, 77.59987,
Adolfo E. Carranza|0.000599112220007|-29.02777, -66.0067,
Fortaleza|0.000333350087828|-3.71722, -38.54306,
Air Force Academy|0.000333350087828|38.99425, -104.86375,
Laucala Island Airport|0.000333350087828|-16.7481, -179.66701,
Lombard|0.000333350087828|41.88003, -88.00784,
Punta Arenas|0.000333350087828|-53.15483, -70.91129,
Wenshan City|0.000333350087828|23.36306, 104.25047,
Pomalaa|0.000599112220007|-4.05529, 121.59891,
State of Jharkhand|0.000333350087828|23.75, 85.5,
Rachel Haber Cohen Playground|0.000333350087828|40.62028, -73.95806,
Fairbanks|0.00106304852872|64.83778, -147.71639,
Manoa|0.000333350087828|-9.66667, -65.45,
Bellary|0.000599112220007|15.14205, 76.92398,
Ewa Beach Community Park|0.000333350087828|21.31722, -158.01,
Zunyi|0.000839363700678|27.68667, 106.90722,
San José|0.00106304852872|9.93333, -84.08333,
Republic of Yemen|0.000599112220007|15.5, 47.5,
European Union|0.00185574523484|50.83857, 4.37599,
Atkinson County|0.000333350087828|31.29711, -82.87999,
State of Chhattīsgarh|0.000333350087828|21.5, 82.0,
Bellingham|0.00106304852872|48.75955, -122.48822,
Beihai|0.000599112220007|21.48333, 109.1,
Corozal|0.000333350087828|9.33333, -75.25,
Long Beach|0.000599112220007|33.76696, -118.18923,
Saint Vincent and the Grenadines|0.000839363700678|13.08333, -61.2,
Territory of the French Southern and Antarctic Lands|0.000599112220007|-43.0, 67.0,
Egegik Airport|0.000333350087828|58.18618, -157.37484,
New Mexico|0.00388324041514|34.50034, -106.00085,
Hudson River Mobile Home Park|0.000333350087828|42.77417, -73.67889,
Shenyang|0.000599112220007|41.79222, 123.43278,
Auckland|0.000599112220007|-36.86667, 174.76667,
Saint Lucia|0.000333350087828|13.88333, -60.96667,
Hayakawa|0.000333350087828|38.38829, 141.10559,
Town of Snowmass Village|0.000333350087828|39.22025, -106.93928,
City of Goodnews Bay|0.000333350087828|59.12871, -161.57566,
Village of Elk Creek|0.000333350087828|40.28825, -96.12694,
Grasberg|0.000599112220007|53.18333, 8.98333,
Tierra Blanca|0.000333350087828|19.50667, -99.58389,
Little America|0.000333350087828|41.54357, -109.85903,
Baytown|0.000333350087828|29.7355, -94.97743,
Sarsia|0.000333350087828|26.98999, 82.57685,
Ferrada|0.000333350087828|44.42008, 9.21016,
Vienna|0.000599112220007|48.20849, 16.37208,
Federated States of Micronesia|0.000839363700678|6.924, 158.162,
Parthenon|0.000333350087828|35.95313, -93.24212,
Goose Bay|0.000333350087828|51.38003, -127.6571,
Badakhshān|0.000333350087828|36.75, 72.0,
Friant|0.000333350087828|36.98773, -119.71181,
Humayun Khera|0.000333350087828|29.4814, 74.76854,
State of Hawaii Aircraft Rescue Fire Fighting - Hilo Station|0.000333350087828|19.71807, -155.04682,
Back Bay|0.000333350087828|45.05614, -66.86959,
Sonora|0.000333350087828|37.98409, -120.38214,
Bengkulu|0.000333350087828|-3.80044, 102.26554,
Timika|0.000333350087828|-4.77984, 136.55035,
Elba Palace Golf Fuerteventura S.L.|0.000599112220007|28.38952, -13.87492,
Castro Alves|0.000333350087828|-12.74937, -39.37691,
Foshan|0.000333350087828|23.02677, 113.13148,
Republic of Niger|0.000599112220007|18.0, 9.0,
Village of Lisle|0.000599112220007|41.79258, -88.08807,
Holiday Inn Express Tianjin City Centre|0.000333350087828|39.1333, 117.2,
Haskell County|0.000333350087828|33.17823, -99.7303,
Central Virginia Training Center|0.000333350087828|37.41271, -79.1224,
Oahu Cemetery and Crematory|0.000599112220007|21.3244, -157.85013,
Cocoa Beach|0.000333350087828|28.32001, -80.60755,
Sacramento Valley Ambulance Service|0.000333350087828|38.55674, -121.47279,
New River|0.000333350087828|33.91587, -112.13599,
West Coast|0.00238086345665|-42.45658, 171.22081,
Tobolsk Airport|0.000333350087828|58.1358, 68.2319,
Finnmark Fylke|0.000333350087828|70.0815, 29.7358,
Antofagasta|0.000599112220007|-23.65236, -70.3954,
County of Surrey|0.000333350087828|18.08333, -76.56667,
Changhang|0.000333350087828|35.8875, 113.29611,
Winder|0.000333350087828|33.99261, -83.72017,
Arkansas|0.00166934878493|34.75037, -92.50044,
Buffalo County|0.00106304852872|40.85515, -99.07497,
Avani Hai Phong Harbour View|0.000333350087828|20.86435, 106.68946,
Fort Lauderdale|0.000333350087828|26.12231, -80.14338,
Durban|0.000599112220007|43.53861, 0.57806,
Flå|0.000333350087828|60.4291, 9.46611,
Asheville|0.00166934878493|35.60095, -82.55402,
State of South Australia|0.000839363700678|-30.0, 135.0,
Sabah|0.000599112220007|5.5, 117.0,
Solomon Islands|0.000599112220007|-8.0, 159.0,
Kunming|0.000839363700678|25.03889, 102.71833,
Binghamton|0.000333350087828|42.09869, -75.91797,
Commonwealth of the Northern Mariana Islands|0.000839363700678|15.214, 145.756,
Réserve de parc national du Canada Pacific Rim|0.000839363700678|49.06631, -125.66957,
Ibis Vientiane Nam Phu Opening April 2013|0.000333350087828|17.96417, 102.60809,
Distrito de Lisboa|0.000333350087828|39.0, -9.13333,
Toksook Bay Airport|0.000599112220007|60.53778, -165.08802,
Evanston|0.000599112220007|42.04114, -87.69006,
Lulaton|0.000333350087828|31.21578, -81.90372,
Obo River|0.000333350087828|57.63288, -126.36995,
Fort Macon State Park|0.000333350087828|34.69572, -76.68854,
Santa Fe County Volunteer Fire El Dorado District Station 1|0.000333350087828|35.53966, -105.91209,
Lake Huron Highland|0.00106304852872|44.24312, -81.60595,
Republic of Uganda|0.00147596353441|1.25, 32.5,
Kota Cilegon|0.000599112220007|-6.01667, 106.01667,
Gulf of Mexico|0.00490620798841|25.0, -90.0,
Hòn Chông|0.000333350087828|10.16667, 104.61667,
Tenmile|0.000333350087828|41.94558, -90.33402,
South Perrott|0.000333350087828|50.85327, -2.74143,
Guixi|0.000839363700678|30.33355, 107.34545,
Chichibu|0.000333350087828|35.99028, 139.07639,
Skagway|0.000333350087828|59.45833, -135.31389,
Tochigi|0.000333350087828|36.7, 139.81667,
City of Dalton|0.000333350087828|34.76899, -84.971,
Todaraisingh|0.000333350087828|26.02401, 75.48182,
Taman South East Asia|0.000333350087828|2.697, 101.9543,
Kokura|0.000333350087828|33.53384, 130.45437,
Springfield|0.000599112220007|39.80172, -89.64371,
Colonia R.G. de Santa Cruz|0.0012744145064|-25.95, -56.23333,
Longshan|0.000333350087828|32.51103, 118.558,
Westinghouse E Pittsburgh Airport|0.000333350087828|40.40007, -79.8331,
Daegu|0.000333350087828|35.87028, 128.59111,
Gattinara|0.000333350087828|45.61309, 8.36463,
Omaha|0.000599112220007|41.25861, -95.93779,
Eastern Asia|0.00592806618896|32.24997, 114.60938,
Kingdom of Bhutan|0.00106304852872|27.5, 90.5,
West Branch of the Back River|0.000333350087828|18.10293, -76.53425,
Siple Island|0.000333350087828|-73.73333, -125.2,
Stephenville|0.000333350087828|32.2207, -98.20226,
Cibola County|0.000333350087828|34.91257, -107.99971,
A.J. Ernststraat|0.000333350087828|52.33139, 4.86861,
Tanyang|0.000333350087828|23.5481, 107.994,
Gabonese Republic|0.000599112220007|-1.0, 11.75,
Chengdu|0.000333350087828|30.66667, 104.06667,
Colonia J.E. Estigarribia|0.00147596353441|-25.01667, -54.8,
Kingdom of Cambodia|0.00166934878493|13.0, 105.0,
Southeast Asia|0.000333350087828|12.38293, 103.00781,
Wilson County|0.000333350087828|29.17401, -98.08657,
Departamento de San Rafael|0.000839363700678|-35.0, -68.83333,
Dallas County|0.00147596353441|32.76663, -96.77787,
Juneau|0.00221088923455|58.30194, -134.41972,
Canada|0.011987533155|60.10867, -113.64258,
Rovaniemi|0.000333350087828|66.5, 25.71667,
Isthmía|0.000333350087828|37.91356, 23.0046,
Cumpas|0.000333350087828|29.99587, -109.78087,
Republic of Mauritius|0.000333350087828|-20.3, 57.58333,
Rairiz de Veiga|0.000599112220007|42.08798, -7.83734,
Republic of Chile|0.00687402509008|-30.0, -71.0,
Meadville|0.000333350087828|41.64144, -80.15145,
The Woodlands|0.000333350087828|30.15799, -95.48938,
Blue Earth County|0.00748091444058|44.03459, -94.06703,
Schmidt|0.000333350087828|50.66192, 6.40892,
Moyale|0.000333350087828|3.5216, 39.05472,
Ban Phu Kham|0.000333350087828|19.48389, 100.85908,
Waterbury|0.000599112220007|41.55815, -73.0515,
San Luis Potosí|0.000599112220007|22.14982, -100.97916,
Bhandara|0.000333350087828|21.18333, 80.0,
Kabupaten Cilacap|0.000333350087828|-7.57417, 108.98861,
Orleans County|0.000333350087828|43.2507, -78.18901,
Sorel|0.000333350087828|50.0238, 3.0509,
Tuticorin|0.000839363700678|8.78333, 78.13333,
Brevard County|0.000333350087828|28.30031, -80.70121,
Flagstaff|0.000839363700678|35.19807, -111.65127,
Xinji|0.000333350087828|31.6232, 114.874,
Nogales|0.000333350087828|31.34038, -110.93425,
Lauro Muller|0.000333350087828|-28.39278, -49.39667,
San Pablo Creek|0.000333350087828|37.97631, -122.38331,
Yellowknife|0.000333350087828|62.456, -114.35255,
Alaska|0.00825876800884|64.00028, -150.00028,
Russian River Terrace|0.000333350087828|38.50463, -122.92666,
Kaltag|0.000333350087828|64.32722, -158.72194,
Le Tech|0.000333350087828|42.41056, 2.54444,
Angul|0.000333350087828|20.84089, 85.10192,
Lippendorf|0.000333350087828|46.64833, 14.72,
Weston County|0.000599112220007|43.84049, -104.56783,
Jarvis Island|0.000333350087828|-0.375, -160.0005,
Changsŭnggae|0.000333350087828|36.4479, 126.7803,
Macau|0.000333350087828|22.20056, 113.54611,
Great Heck|0.000333350087828|53.6822, -1.10426,
Ruichang Shi|0.000333350087828|29.62091, 115.47701,
Beaumont|0.000333350087828|50.23683, 4.23969,
Vijayanagar|0.000333350087828|23.9975, 73.28553,
Kasilof|0.000333350087828|60.3375, -151.27444,
Roanoke River National Wildlife Refuge|0.000333350087828|35.94876, -77.1569,
Orenburg|0.000333350087828|51.7727, 55.0988,
Petaquilla|0.000333350087828|8.98333, -80.75,
Camarona Caribbean Lodge|0.00428174320207|9.65755, -82.7538,
Federative Republic of Brazil|0.00758862202309|-10.0, -55.0,
Austin|0.000599112220007|30.26715, -97.74306,
La Minita|0.000333350087828|21.03056, -100.62917,
Independent State of Papua New Guinea|0.00238086345665|-6.0, 147.0,
Denver|0.00374589891262|39.73915, -104.9847,
Malad City|0.000333350087828|42.19159, -112.2508,
Jejevo|0.000333350087828|-8.13333, 159.6,
Ho Chi Minh City|0.0012744145064|10.82327, 106.62978,
Geographical Center of North America Monument|0.00530629529509|48.35528, -99.99958,
Maria Elena|0.000333350087828|-22.09044, -69.46128,
City of Piedmont|0.000333350087828|35.67838, -97.75277,
Wallops Island National Wildlife Refuge|0.000599112220007|37.92365, -75.46555,
Koren|0.000333350087828|41.81667, 25.66667,
Emmonak Airport|0.000333350087828|62.78019, -164.49044,
Slayback Camp (historical)|0.000333350087828|34.51166, -118.75815,
Province du Maniema|0.000333350087828|-3.0, 26.0,
Overland Park|0.00106304852872|38.98223, -94.67079,
Bogor|0.000599112220007|-6.59444, 106.78917,
Gifu|0.000333350087828|35.78333, 137.05,
Puerto Varas|0.000333350087828|-41.31946, -72.98538,
St. Croix River|0.000333350087828|45.00015, -64.13204,
City of Napakiak|0.000333350087828|60.68888, -161.99559,
Atlantic Basin|0.000599112220007|40.68316, -74.01097,
Marblehead|0.000333350087828|42.5001, -70.85783,
Yeongju-si|0.000333350087828|36.87459, 128.58631,
Beaumont-Hague|0.000333350087828|49.66361, -1.83722,
Newburyport|0.000333350087828|42.81259, -70.87728,
Key Biscayne|0.000333350087828|25.69371, -80.16282,
Black Canyon City|0.000333350087828|34.07087, -112.15071,
City of Prescott|0.000333350087828|34.57995, -112.44756,
Tampa Bay Executive Airport|0.000333350087828|28.18807, -82.62538,
Territory of Cocos (Keeling) Islands|0.000333350087828|-12.1642, 96.87332,
Aurora Borealis Farms|0.000333350087828|40.82361, -84.67361,
Kabupaten Raja Ampat|0.000333350087828|-0.5, 130.0,
Township of Neuse|0.000333350087828|35.21292, -77.64877,
Republic of Burundi|0.00147596353441|-3.5, 30.0,
Edwards County|0.000333350087828|38.41653, -88.05327,
Republic of Mozambique|0.00147596353441|-18.25, 35.0,
Republic of Ghana|0.0012744145064|8.1, -1.2,
Richmond|0.00106304852872|37.55376, -77.46026,
Providence|0.000599112220007|41.82399, -71.41283,
Ujung Labuh|0.000333350087828|-5.361, 120.4062,
Los Cabos|0.000333350087828|22.8725, -109.89916,
Columbus|0.000839363700678|39.96118, -82.99879,
Ladang C.T. Lee|0.000333350087828|1.5042, 103.5565,
Haeckel Hill|0.000599112220007|60.76751, -135.28017,
Balkan|0.000333350087828|40.0, 54.5,
La Palme|0.000333350087828|42.975, 2.9933,
Colebrook|0.000333350087828|44.89449, -71.49592,
Danjiangkou|0.000839363700678|32.54278, 111.50861,
Hong Kong|0.00441039286828|22.28552, 114.15769,
Hermosa Beach|0.000333350087828|33.86224, -118.39952,
Spades|0.000333350087828|39.25394, -85.12274,
Hopkinsville|0.000599112220007|36.86561, -87.49117,
Loveland|0.000333350087828|39.26895, -84.26383,
Dauphin Island|0.000333350087828|30.25548, -88.10972,
Guiyang|0.00106304852872|26.58333, 106.71667,
Laixi Shi|0.000333350087828|36.85444, 120.42389,
City of Bessemer City|0.000333350087828|35.28467, -81.28414,
Woburn|0.000333350087828|51.98746, -0.61922,
Eneabba Airport|0.000333350087828|-29.8325, 115.246,
San Clemente|0.000333350087828|43.93296, 12.62585,
Toulouse|0.000333350087828|43.60426, 1.44367,
Ponteilla|0.000333350087828|42.62639, 2.81444,
Hengyang|0.000839363700678|26.88946, 112.61888,
Gem Glacier|0.00011761471938|-43.51831, 170.1201,
Keweenaw County|0.000333350087828|47.28296, -88.21198,
Oklahoma City|0.000839363700678|35.46756, -97.51643,
Lao People’s Democratic Republic|0.000599112220007|18.0, 105.0,
Taveuni|0.000333350087828|-29.76468, 151.44919,
Coolidge|0.000333350087828|32.97784, -111.51762,
Mulholland|0.000333350087828|50.68348, -81.79963,
D.D. Eldridge Memorial Park|0.000839363700678|30.84906, -85.94529,
American Samoa, Territory of|0.000599112220007|-14.23377, -169.47767,
Insinööri Pettersson|0.000333350087828|60.25, 21.9,
Ashington|0.000333350087828|55.16389, -1.58639,
Nova Europa|0.000333350087828|-21.79214, -48.5688,
Java Island|0.000333350087828|44.96681, -79.38293,
Tōhoku Chihō|0.000333350087828|39.0, 141.0,
North Sea|0.000599112220007|40.93288, -72.41425,
Republic of Estonia|0.00166934878493|59.0, 26.0,
East Coast Berbice Village District|0.00147596353441|6.3, -57.46667,
Jeollanam-do|0.000333350087828|34.75, 127.0,
Town of Matoaka|0.000333350087828|37.4182, -81.2418,
Arrington|0.000333350087828|52.13841, -0.07212,
Kurosaki Harima Kōjo|0.000333350087828|33.87392, 130.78115,
Tarim Qichang|0.000333350087828|41.1, 86.5,
Republic of Azerbaijan|0.00106304852872|40.5, 47.5,
Yuncheng Xian|0.000333350087828|35.61972, 115.85556,
Samarinda|0.000333350087828|-0.48585, 117.1466,
România|0.00441039286828|46.0, 25.0,
East Fork Wallowa River|0.000333350087828|45.27432, -117.21156,
Huerta G.H. (Pilama)|0.000333350087828|16.10444, -93.77583,
Bandung|0.000333350087828|-6.90389, 107.61861,
Nebraska|0.00185574523484|41.50028, -99.75067,
Rennes|0.000333350087828|48.11198, -1.67429,
Kanpur Dehat|0.000599112220007|26.41506, 79.98957,
Kolling|0.000333350087828|48.67811, 12.85509,
Chelton|0.000333350087828|46.30013, -63.74872,
KSORC Korea South Pacific Ocean Research Center|0.00317078682449|7.45168, 151.89756,
Reykjavík|0.000333350087828|64.13548, -21.89541,
Hachinohe|0.000333350087828|40.505, 141.49194,
Tromso Cemetery|0.000599112220007|44.97746, -94.89472,
Belize City|0.000333350087828|17.49952, -88.19756,
Silver Spring|0.00147596353441|38.99067, -77.02609,
West Antarctica (or Lesser Antarctica)|0.000599112220007|-80.0, -90.0,
Kingdom of Sweden|0.00517885227458|62.0, 15.0,
Illinois|0.00331871380662|40.00032, -89.25037,
Ḩaīratān|0.000333350087828|37.2214, 67.4241,
Burin|0.000333350087828|-2.85, -78.73333,
Borough of Hellertown|0.000333350087828|40.58112, -75.33786,
Middle East|0.00238086345665|33.13906, 35.85869,
Ulsan|0.000333350087828|35.56667, 129.26667,
Okanogan River Bridge|0.000333350087828|48.41067, -119.52657,
Clackamas River Scenic Waterway|0.000333350087828|45.39179, -122.47676,
Texas|0.00758862202309|31.25044, -99.25061,
Baiyin|0.000839363700678|36.54696, 104.17023,
Phys Point|0.000697601114702|45.29514, -117.85604,
Bangui|0.000333350087828|4.36122, 18.55496,
Marlborough|0.000333350087828|-41.66667, 173.5,
Fairfield County|0.000333350087828|41.22496, -73.3712,
Tanggang|0.000333350087828|33.08479, 119.25299,
Muskogee County|0.000333350087828|35.61613, -95.37953,
Mihara|0.000333350087828|34.4, 133.08333,
Apollo Beach|0.000333350087828|27.77308, -82.40759,
Unalakleet|0.000839363700678|63.87306, -160.78806,
Western Pacific Addition|0.00106304852872|40.71995, -111.92383,
Brussels|0.000333350087828|50.85045, 4.34878,
Zirconia|0.000333350087828|35.24178, -82.41623,
Allston|0.000333350087828|42.35843, -71.12589,
Kenai River Airpark|0.000333350087828|60.52469, -150.74863,
Wolfe County|0.000599112220007|37.73932, -83.49318,
Tampico|0.000333350087828|22.25528, -97.86861,
Islamic Republic of Afghanistan|0.00254639933493|33.0, 66.0,
El Progreso|0.000333350087828|15.4, -87.8,
El Dorado County|0.000333350087828|38.77874, -120.52465,
Owens River Gorge|0.000333350087828|37.40632, -118.50595,
Cloncurry|0.000333350087828|-20.70718, 140.51303,
City of Lewisburg|0.000333350087828|35.44943, -86.78877,
Gloucester County|0.000599112220007|39.71731, -75.14167,
United Arab Emirates|0.00106304852872|23.75, 54.5,
Anvers Island|0.000333350087828|-64.6, -63.5,
Henan Mongolzu Zizhixian|0.000839363700678|34.51346, 101.54569,
Kerio Valley Airport|0.000333350087828|0.31993, 35.66467,
Newport County|0.000599112220007|41.4998, -71.281,
Canyon Lake|0.000333350087828|33.68502, -117.27309,
Qal‘ah-ye Wāsiḩ|0.000333350087828|34.56532, 69.22962,
Distrito de Chibuto|0.000333350087828|-24.28852, 33.5983,
Zibo|0.000839363700678|36.79056, 118.06333,
Saint-Martin|0.000333350087828|18.06667, -63.06667,
George Best Belfast City Airport|0.000333350087828|54.61806, -5.8725,
Czech Republic|0.00166934878493|49.75, 15.0,
State of Andhra Pradesh|0.000599112220007|15.83333, 79.75,
Hillsborough County|0.000333350087828|27.90623, -82.34692,
Presidente Kennedy|0.000839363700678|-21.14995, -41.07293,
Norton County|0.000333350087828|39.78439, -99.90348,
Olsztyn|0.000183572032826|53.77657, 20.46657,
Federal Democratic Republic of Nepal|0.000599112220007|28.0, 84.0,
Tamano|0.000333350087828|34.48333, 133.95,
Gurun|0.000599112220007|37.73611, 127.95352,
Caofeidian|0.000333350087828|38.94032, 118.54351,
Ashland County|0.000333350087828|40.84602, -82.27069,
Danube River|0.000333350087828|45.33333, 29.66667,
Carpinteria|0.000333350087828|34.39888, -119.51846,
Republic of Madagascar|0.00166934878493|-20.0, 47.0,
City of Middletown|0.000333350087828|39.50324, -84.36588,
Round Island Conservation Park|0.000333350087828|-10.54073, 142.19086,
Stouffer Memorial Wildlife Preserve|0.000333350087828|43.13608, -95.0836,
Ukraine|0.00428174320207|49.0, 32.0,
Lake Wales|0.000333350087828|27.90141, -81.58591,
Acquasparta|0.000333350087828|42.69013, 12.54007,
United States|0.0149537083202|39.76, -98.5,
Tucson|0.00254639933493|32.22174, -110.92648,
Comfort Inn JFK Airport|0.000333350087828|40.6646, -73.7837,
Town of Pine Island|0.000333350087828|30.05537, -96.02532,
East Pacific Opal Diggings|0.000599112220007|-29.03459, 134.69241,
Central California Womens Facility Fire Department|0.000333350087828|37.09032, -120.15071,
Northern Rockies Regional Airport|0.00011761471938|58.83693, -122.59965,
Balikpapan|0.000599112220007|-1.26753, 116.82887,
Bangku|0.000333350087828|24.1363, 97.8944,
Boston|0.00286558188031|42.35843, -71.05977,
Baraga County|0.000333350087828|46.69976, -88.35215,
Providencia y Santa Catalina, Departamento de Archipiélago de San Andrés|0.000333350087828|12.52449, -81.71983,
Brunei Darussalam|0.0012744145064|4.5, 114.66667,
Pacific County|0.0074989555487|46.55128, -123.77886,
Zhonglian|0.000333350087828|27.7149, 111.447,
Bangko|0.000599112220007|-2.0796, 102.2573,
Downsview Airport|0.000333350087828|43.74335, -79.46609,
Murray Basin|0.000839363700678|34.08394, -109.24731,
Pulogadung|0.000333350087828|-6.1827, 106.906,
Deh-e Māsūs|0.000599112220007|31.5957, 65.68058,
Oklahoma|0.00286558188031|35.49209, -97.50328,
Teniente General Rosendo M. Fraga|0.000333350087828|-23.75, -62.15,
North Slope Borough|0.0012744145064|69.25056, -152.00056,
Johor Bahru|0.00106304852872|1.4655, 103.7578,
New Orleans|0.00203603141362|29.95465, -90.07507,
Tarpley|0.000333350087828|35.1423, -86.99334,
H.A. Clark Memorial Field|0.000333350087828|35.30223, -112.19461,
Salamanca|0.000333350087828|40.95597, -5.68022,
Republic of Lithuania|0.00106304852872|55.41667, 24.0,
Selma|0.000333350087828|46.31977, 9.13006,
San Miguel del Cantil|0.000333350087828|24.94443, -106.25924,
Kongiganak Airport|0.000839363700678|59.96331, -162.87981,
Nome Census Area|0.00106304852872|64.83333, -163.75056,
Kauffman|0.000333350087828|39.83398, -77.7061,
Repubblica Italiana|0.000333350087828|42.83333, 12.83333,
Sichuan Sheng|0.000839363700678|30.5, 102.66667,
Restrepo|0.000333350087828|3.82203, -76.52242,
Cagayan Valley|0.000599112220007|17.65667, 121.73333,
Nagasaki|0.000839363700678|32.75, 129.88333,
Emeis Park|0.000333350087828|41.54725, -90.64458,
Republic of Guatemala|0.00254639933493|15.5, -90.25,
Hanson County|0.000333350087828|43.67482, -97.78734,
Ottawa|0.00133582278751|45.41117, -75.69812,
Beaufort County|0.0012744145064|32.35706, -80.69217,
Khammouan|0.000599112220007|17.5, 105.33333,
Cambria County|0.000333350087828|40.49529, -78.7137,
Kumasi|0.000333350087828|6.68848, -1.62443,
Koyuk Airport|0.000839363700678|64.93389, -161.15806,
Prince William County|0.000839363700678|38.70167, -77.47766,
Delworth Hill|0.000333350087828|53.8501, -106.101,
Niigata-ken|0.000333350087828|37.52343, 138.91748,
Uruzgān|0.000333350087828|32.92775, 66.63253,
Lake Erie Beach|0.000599112220007|42.62423, -79.06698,
Town of Excel|0.0012744145064|31.42636, -87.3433,
Fort Belvoir|0.000333350087828|38.7119, -77.14589,
City of North River|0.000333350087828|46.95034, -96.80182,
Bontang|0.000599112220007|0.1324, 117.4854,
Yavapai County|0.000333350087828|34.59988, -112.55387,
